current_rms,current_peak,current_crest_factor,current_kurtosis,current_harmonic_energy,current_sideband_ratio,current_envelope_cv,current_envelope_dom_freq,condition,severity_level,load_nm,file_id,split
2.319189991615683,4.452531337738037,1.919864846707166,1.506295499020971,266.8674964008262,472860.952704047,0.09266275009774602,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3197627375181846,4.428752422332764,1.909140254175691,1.5073336542059286,77.56145317892658,388041.88165975997,0.09261469137923012,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3214125370473697,4.420523643493652,1.90423872230662,1.5070263417588023,197.05957434589487,450215.89613961027,0.09157226052586134,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3182872565081363,4.501437187194824,1.9417081185939848,1.5088598149967165,414.6681705144701,339654.4482048811,0.09865678895559138,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3172435129588407,4.501437187194824,1.942582711752651,1.5067325718898972,107.85926045266993,353990.123497732,0.09227190484176874,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3120271917634696,4.124763011932373,1.7840460642620133,1.5085897700377213,112.96691932653972,387207.16702921013,0.103184463215511,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3133417925871194,4.424637794494629,1.9126606404090196,1.5061321521596978,172.65786085791905,453645.4697981785,0.09166136556686748,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3111896162896324,4.424637794494629,1.9144417071230666,1.5073782802144655,166.36441219130586,528619.9905848249,0.09772321536103111,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3113504138947034,3.9501283168792725,1.709013178241188,1.5053745026725311,229.7298534064673,351024.79682163236,0.09088264458037797,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.308913575965685,4.404066562652588,1.9074194064672263,1.506554482310431,391.32638203352315,378370.00762083457,0.09321388202897472,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3103585406944505,4.404066562652588,1.9062264514705185,1.5059022121476717,293.2796029173715,350841.92416804313,0.09039708258361145,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3120686101601686,3.9089858531951904,1.6906876534794508,1.5055192222125584,242.9376504861947,303607.09488084423,0.09193945512848663,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.311273647499699,4.43286657333374,1.91793238248926,1.5070660355329437,114.3274970354835,375493.1029911156,0.09373247450403935,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.314975695515831,4.43286657333374,1.914865275657243,1.506563738545731,196.00990694397473,342640.1471290619,0.09247743888885375,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3163168803350507,4.344189643859863,1.87547294618493,1.508923722673296,196.82818322418098,269788.594450221,0.10033996374629148,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.318444767343708,4.344189643859863,1.8737516222295407,1.507116018764595,228.23092242173746,318155.44172795885,0.09291934869983444,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.316358666055369,4.255953788757324,1.8373466299176278,1.5087572820297466,418.007230552402,202064.23770417538,0.10316961220902338,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3188479814131395,4.279733180999756,1.8456290430870006,1.5065850277027855,636.629177605039,277143.3349776736,0.09078522957163063,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3169425660584433,4.471266269683838,1.9298131663618687,1.5078546027101785,497.79286261678715,304412.8003996012,0.09692762925226188,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.317727911263785,4.471266269683838,1.9291592632397456,1.5064803809263496,83.16814145549377,305857.5458567994,0.09079375379244337,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.314595247150246,4.437445640563965,1.9171583653891084,1.5066606738889237,391.945906455128,368559.8229448769,0.09270972749392875,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3135845558923362,4.493208885192871,1.9420984090464186,1.5064268233497975,269.11662168819294,312125.80045984243,0.09088269884309719,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3147927373467962,4.493208885192871,1.9410847514334975,1.506302002861067,130.70851250287245,393484.3455132983,0.09208070600118923,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3158997255745786,4.0465922355651855,1.747308914491632,1.5068590988473551,165.81490560060385,424660.55948297307,0.09495373448695883,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.319459049546479,4.206583023071289,1.8136052127731235,1.505518677065881,201.1412455419088,312092.66352202056,0.09193624041876247,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3178617085631235,4.303953647613525,1.8568638636692478,1.5081970562713003,105.76876079990275,541632.7728061117,0.1008250601080374,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.318780174457351,4.303953647613525,1.8561283622414753,1.507287097958227,191.81295917876707,507159.3867550235,0.09274809731530381,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.316605821388433,4.208419322967529,1.8166315927002454,1.508672872691179,92.02255857559797,438687.49675338337,0.10281860831664733,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
2.3185383777404316,4.436980724334717,1.9136973392085261,1.5065645081787162,347.9555574942362,388622.99340974895,0.09128783658760514,5905.044878341076,BPFI,1,0,0Nm_BPFI_03,train
