A_temp_mean,A_temp_max,A_temp_delta_from_baseline_mean,A_temp_delta_from_baseline_max,A_temp_rise_rate_per10s,A_temp_over_baseline_ratio,A_temp_trend_slope,B_temp_mean,B_temp_max,B_temp_delta_from_baseline_mean,B_temp_delta_from_baseline_max,B_temp_rise_rate_per10s,B_temp_over_baseline_ratio,B_temp_trend_slope,condition,severity_level,load_nm,file_id,split
27.939903259277344,28.26778793334961,1.6719160079956055,1.9998035430908203,0.20458030700683594,0.0,0.015673433456377936,28.395597457885742,28.544536590576172,1.9047366380691528,2.0536746978759766,0.12815475463867188,0.2857142857142857,0.008377096060077572,BPFI,1,0,0Nm_BPFI_03,train
26.98676109313965,27.03817367553711,0.7187752723693848,0.7701892852783203,0.04137420654296875,0.0,0.002928539319707315,28.486116409301758,28.60913848876953,1.9952548742294312,2.118276596069336,0.09919548034667969,0.4523809523809524,0.006237020137853067,BPFI,2,0,0Nm_BPFI_10,train
27.37851333618164,27.816679000854492,1.1105318069458008,1.5486946105957031,0.2829437255859375,0.0,0.02052406692473996,27.212236404418945,27.428367614746094,0.7213767170906067,0.9375057220458984,0.15232086181640625,0.0,0.011138920343132306,BPFI,3,0,0Nm_BPFI_30,train
29.31831932067871,29.63764762878418,3.0503337383270264,3.3696632385253906,0.20293807983398438,1.0,0.015329931420046006,30.258010864257812,30.49285125732422,3.7671520709991455,4.001989364624023,0.139678955078125,1.0,0.011662557323886692,BPFO,1,0,0Nm_BPFO_03,train
29.00017738342285,29.431190490722656,2.73219633102417,3.163206100463867,0.26543426513671875,1.0,0.018404903833797375,29.334524154663086,29.602357864379883,2.843661069869995,3.1114959716796875,0.17873764038085938,1.0,0.013654845487877437,BPFO,2,0,0Nm_BPFO_10,train
27.885982513427734,28.19641876220703,1.6179989576339722,1.9284343719482422,0.2093505859375,0.0,0.01623266371710092,29.561824798583984,29.82024574279785,3.0709657669067383,3.3293838500976562,0.14151763916015625,1.0,0.01279333964824611,BPFO,3,0,0Nm_BPFO_30,train
31.00168800354004,31.073909759521484,4.733703136444092,4.805925369262695,0.08504867553710938,1.0,0.00210509148157717,30.02962875366211,30.103450775146484,3.538764476776123,3.612588882446289,0.07854461669921875,1.0,0.0023589046833981603,Misalign,1,0,0Nm_Misalign_01,train
31.023176193237305,31.133033752441406,4.755191326141357,4.865049362182617,0.04157066345214844,1.0,0.0026796812517292205,29.80535316467285,29.850610733032227,3.3144900798797607,3.3597488403320312,0.031841278076171875,1.0,0.0009613060668810161,Misalign,2,0,0Nm_Misalign_03,train
31.255659103393555,31.50956153869629,4.9876708984375,5.2415771484375,0.5244884490966797,1.0,0.008633314767829742,30.204078674316406,30.445478439331055,3.7132160663604736,3.9546165466308594,0.5096569061279297,1.0,0.007943012372340005,Misalign,3,0,0Nm_Misalign_05,train
26.029644012451172,26.653291702270508,-0.23834052681922913,0.38530731201171875,0.2933197021484375,0.0,0.006880722201356693,26.20770835876465,27.039772033691406,-0.28315505385398865,0.5489101409912109,0.27554893493652344,0.0,0.007183210385263829,Normal,0,0,0Nm_Normal,train
25.85256004333496,26.217910766601562,-0.41542452573776245,-0.05007362365722656,0.3260478973388672,0.0,0.01070413696653676,26.49861717224121,26.82139778137207,0.0077537354081869125,0.330535888671875,0.35634803771972656,0.0,0.009736599583754776,Unbalance,1,0,0Nm_Unbalance_0583mg,train
26.511442184448242,26.780773162841797,0.24345797300338745,0.5127887725830078,0.23177146911621094,0.0,0.008335827685228106,27.173526763916016,27.393863677978516,0.6826682090759277,0.9030017852783203,0.2589569091796875,0.0,0.006888587795627425,Unbalance,2,0,0Nm_Unbalance_1169mg,train
26.841585159301758,27.04569435119629,0.573601245880127,0.7777099609375,0.18477249145507812,0.0,0.005674756494166729,27.356578826904297,27.552879333496094,0.8657159209251404,1.0620174407958984,0.19651412963867188,0.0,0.00558839050444369,Unbalance,3,0,0Nm_Unbalance_1751mg,train
27.089908599853516,27.28647804260254,0.8219228386878967,1.01849365234375,0.24927902221679688,0.0,0.006072394712934253,27.500343322753906,27.701351165771484,1.0094801187515259,1.210489273071289,0.27093505859375,0.0,0.0059660580279652115,Unbalance,4,0,0Nm_Unbalance_2239mg,train
27.383560180664062,27.566194534301758,1.1155778169631958,1.2982101440429688,0.28429603576660156,0.0,0.005755561665628468,27.71405029296875,27.873891830444336,1.2231922149658203,1.3830299377441406,0.3078575134277344,0.0,0.005024095029136673,Unbalance,5,0,0Nm_Unbalance_3318mg,train
27.595115661621094,27.731435775756836,-0.5778443813323975,-0.44152069091796875,0.14510154724121094,0.0,0.007514497834080441,29.05935287475586,29.214698791503906,0.09209546446800232,0.24744033813476562,0.08996391296386719,0.0,0.0063721664758842,BPFI,1,2,2Nm_BPFI_03,train
28.71852684020996,28.996431350708008,0.5455694198608398,0.8234748840332031,0.20226478576660156,0.0,0.014339330333354576,28.47623634338379,28.698951721191406,-0.4910220205783844,-0.2683067321777344,0.1367931365966797,0.0,0.010119206417941045,BPFI,2,2,2Nm_BPFI_10,train
29.583513259887695,29.813610076904297,1.4105585813522339,1.6406536102294922,0.1415843963623047,0.0,0.011076252480379177,28.652694702148438,28.799320220947266,-0.31456393003463745,-0.167938232421875,0.09632492065429688,0.0,0.007109647051807691,BPFI,3,2,2Nm_BPFI_30,train
