ch0_rms,ch0_peak,ch0_crest_factor,ch0_std,ch0_kurtosis,ch0_skewness,ch0_band_energy_low,ch0_band_energy_mid,ch0_band_energy_high,ch0_dominant_freq,ch1_rms,ch1_peak,ch1_crest_factor,ch1_std,ch1_kurtosis,ch1_skewness,ch1_band_energy_low,ch1_band_energy_mid,ch1_band_energy_high,ch1_dominant_freq,ch2_rms,ch2_peak,ch2_crest_factor,ch2_std,ch2_kurtosis,ch2_skewness,ch2_band_energy_low,ch2_band_energy_mid,ch2_band_energy_high,ch2_dominant_freq,ch3_rms,ch3_peak,ch3_crest_factor,ch3_std,ch3_kurtosis,ch3_skewness,ch3_band_energy_low,ch3_band_energy_mid,ch3_band_energy_high,ch3_dominant_freq,condition,severity_level,load_nm,file_id,split
9.050484657287598,67.37586212158203,7.444447968577007,9.050484657287598,11.453323364257812,-0.21146583557128906,373292.1447363409,696603150.5717224,9275895533.729933,2198.0,13.82046127319336,146.65672302246094,10.611564992184547,13.82046127319336,18.9921932220459,-0.14694911241531372,163675.53581213075,900883691.8020575,22438949116.844124,7429.0,2.248131036758423,8.891838073730469,3.9552134321100776,2.248131036758423,3.3227970600128174,0.0043903132900595665,174308.74205142516,157543857.75241065,452196362.36366004,2098.0,1.775499701499939,8.995509147644043,5.066466156003661,1.775499701499939,3.471970558166504,0.08038027584552765,109549.23159007827,94042374.77743892,287343444.0902856,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.050917625427246,70.24530029296875,7.761124694762962,9.050917625427246,11.593436241149902,-0.1772286593914032,615051.8670399153,710097624.31584,9379749113.264315,2198.0,13.824950218200684,146.65750122070312,10.608175718971275,13.824950218200684,19.555740356445312,-0.23223350942134857,187613.12416075118,904886705.947836,22688180120.567635,8066.0,2.2320380210876465,9.251128196716309,4.144700094404458,2.2320380210876465,3.276792287826538,0.0007752366946078837,211079.47490595002,158504679.5076303,457921747.9949319,2098.0,1.7542386054992676,9.000213623046875,5.130552705220711,1.7542386054992676,3.4886605739593506,0.07731794565916061,94422.08313140417,92225031.75809033,288766183.60829824,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.069658279418945,70.24449157714844,7.744998699294843,9.069658279418945,11.783976554870605,-0.2507936954498291,513791.28797947767,712031734.5280719,9475993499.01049,2198.0,13.876204490661621,139.17333984375,10.029640305273,13.876204490661621,18.57759666442871,-0.15802964568138123,212014.64301530636,910181848.6497395,22820422176.357517,7479.0,2.2172157764434814,9.63208293914795,4.344224428439826,2.2172157764434814,3.343881130218506,0.004995095077902079,292920.03535622475,155809138.6664868,451362936.17808545,2098.0,1.765665054321289,8.175111770629883,4.630046763751773,1.765665054321289,3.396369457244873,0.06270751357078552,175752.3957849838,94912077.1489687,288958226.7689012,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.106684684753418,70.5041275024414,7.742019180754192,9.106684684753418,11.580175399780273,-0.176835834980011,540999.4548342627,701607364.8578733,9313191802.66477,2198.0,13.92123794555664,140.87066650390625,10.119119223076646,13.92123794555664,19.873817443847656,-0.1768098771572113,214770.900119432,878410749.7746562,22574999134.108776,7429.0,2.24726939201355,9.632530212402344,4.286326439827319,2.24726939201355,3.3498284816741943,0.0003327153390273452,146126.42141827592,157920954.5743941,458969584.32450676,2098.0,1.7803491353988647,8.175655364990234,4.592164088735652,1.7803491353988647,3.475846529006958,0.07845733314752579,92546.22449102918,93699784.35231481,298564866.8407887,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.106308937072754,70.5027847290039,7.742191179345954,9.106308937072754,11.2803316116333,-0.04437621682882309,591698.5457491808,717095211.1520064,9419510311.087543,2198.0,13.908275604248047,146.349853515625,10.522501687479139,13.908275604248047,21.137718200683594,-0.40296870470046997,146331.29106201447,885938231.3590161,22646609795.273697,8066.0,2.2709460258483887,9.586530685424805,4.221382003935313,2.2709460258483887,3.311182737350464,0.001763788633979857,242282.34029487654,164616260.24305683,464798021.9214082,2098.0,1.7744632959365845,8.14201545715332,4.588438360938799,1.7744632959365845,3.4562325477600098,0.07192760705947876,112483.4737206175,96013943.85131788,282405441.2683046,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.11760139465332,69.33130645751953,7.604116856674202,9.11760139465332,11.265715599060059,-0.1014399453997612,345409.6080418025,710073340.7711082,9508909235.865915,2198.0,13.935519218444824,146.34690856933594,10.501719116115428,13.935519218444824,19.992116928100586,-0.34265369176864624,160309.75798158895,875289837.1615561,22969917427.669502,7478.0,2.261080265045166,9.586957931518555,4.239990096648361,2.261080265045166,3.3580870628356934,0.01020864862948656,237557.97698635515,165969494.97970387,473890274.0641034,2098.0,1.7749074697494507,8.166657447814941,4.601173631303587,1.7749074697494507,3.3939576148986816,0.05525709688663483,149509.90962449997,94807409.4006287,299734343.300652,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.106389999389648,69.00196838378906,7.5773131162199165,9.106389999389648,11.477173805236816,-0.18463943898677826,565309.6001602743,693780649.8848377,9466181712.688625,2198.0,13.905572891235352,141.5456085205078,10.179056240805703,13.905572891235352,19.431535720825195,-0.15913940966129303,168045.89334347978,862852783.9866253,22882932770.922226,7429.0,2.2712109088897705,9.257486343383789,4.07601350766191,2.2712109088897705,3.33071231842041,0.011234000325202942,185800.28486497296,163508875.0321601,465667940.99492526,2098.0,1.7772963047027588,8.163930892944336,4.593455166334631,1.7772963047027588,3.4761202335357666,0.07715807110071182,98916.37196404286,92096745.99576479,288843835.6041441,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.118575096130371,68.72088623046875,7.536362370874335,9.118575096130371,11.472762107849121,-0.1610349863767624,571220.5442365673,708184002.0291641,9521620208.266273,2198.0,13.900766372680664,140.34642028808594,10.09630811175349,13.900766372680664,19.685224533081055,-0.2243378907442093,173292.32468253598,870987420.0545825,22905712401.96597,7459.0,2.2571866512298584,9.372150421142578,4.152137979389536,2.2571866512298584,3.3207571506500244,0.010235047899186611,270014.73543562205,163679162.02026358,458448276.04402554,2098.0,1.7673531770706177,8.020120620727539,4.537927520531501,1.7673531770706177,3.439643144607544,0.07913372665643692,135392.50273571783,93307397.69518004,294343675.5301479,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.137128829956055,67.70232391357422,7.40958403602807,9.137128829956055,11.214160919189453,-0.11747201532125473,502829.1373927745,708189106.7569201,9617215717.265175,2198.0,13.928574562072754,142.40634155273438,10.224042734459287,13.928574562072754,20.03400230407715,-0.31604087352752686,211378.34770605242,887808549.6484205,23241467715.095367,7479.0,2.26426362991333,9.49003791809082,4.191224817074005,2.26426362991333,3.311478614807129,0.01299508661031723,186124.1889804838,164563044.81932855,471158041.79044485,2098.0,1.777884840965271,7.637389659881592,4.295772979162703,1.777884840965271,3.392256259918213,0.07718932628631592,129371.16367077616,95070773.47585283,294504445.89138985,9149.0,BPFI,1,0,0Nm_BPFI_03,train
9.104413986206055,68.12464904785156,7.482595711384179,9.104413986206055,11.209181785583496,-0.19189141690731049,795375.4903163124,708032442.8114676,9454196069.70184,2198.0,13.91125202178955,142.40853881835938,10.236931844473899,13.91125202178955,19.458114624023438,-0.1182887852191925,253417.18924731243,865943739.0133313,22854606840.405937,7429.0,2.2786035537719727,9.498595237731934,4.16860371432673,2.2786035537719727,3.33013916015625,0.008150821551680565,227880.0423893533,155876753.9365104,470607235.16054314,2098.0,1.7856477499008179,8.972651481628418,5.024872056723839,1.7856477499008179,3.5161688327789307,0.08278144896030426,105758.21218157948,93853633.84014717,293472265.4352045,9149.0,BPFI,1,0,0Nm_BPFI_03,train
