ch0_rms,ch0_peak,ch0_crest_factor,ch0_std,ch0_kurtosis,ch0_skewness,ch0_band_energy_low,ch0_band_energy_mid,ch0_band_energy_high,ch0_dominant_freq,ch1_rms,ch1_peak,ch1_crest_factor,ch1_std,ch1_kurtosis,ch1_skewness,ch1_band_energy_low,ch1_band_energy_mid,ch1_band_energy_high,ch1_dominant_freq,ch2_rms,ch2_peak,ch2_crest_factor,ch2_std,ch2_kurtosis,ch2_skewness,ch2_band_energy_low,ch2_band_energy_mid,ch2_band_energy_high,ch2_dominant_freq,ch3_rms,ch3_peak,ch3_crest_factor,ch3_std,ch3_kurtosis,ch3_skewness,ch3_band_energy_low,ch3_band_energy_mid,ch3_band_energy_high,ch3_dominant_freq,rpm,condition,severity_level,profile,file_id,split
0.125379279255867,0.47208744287490845,3.765274817950571,0.125379279255867,2.875605821609497,0.022592971101403236,4025.2723937723003,1046684.404428862,694405.5728695879,617.0,0.07971633970737457,0.3483000099658966,4.369242381730622,0.07971633970737457,3.316075086593628,-0.013970939442515373,3337.5022604357955,167122.02753850556,772361.2233447981,2937.0,0.0775674432516098,0.3132321834564209,4.0381914154418155,0.0775674432516098,2.9996843338012695,0.04277753829956055,2107.3206708087046,503132.5009712068,193708.103550053,1384.0,0.061956681311130524,0.26492324471473694,4.2759431123232785,0.061956681311130524,3.0802416801452637,0.05507737770676613,1180.3377421366679,90680.08641399574,366381.9691801195,5957.0,1577.24072265625,Ball,1,0,ball_0,train
0.1208076998591423,0.4771920144557953,3.950013244289768,0.1208076998591423,2.8277859687805176,0.07386325299739838,4470.348057901635,1108787.6536443466,626027.8743617511,1446.0,0.08081888407468796,0.34833499789237976,4.3100693839136595,0.08081888407468796,3.243837594985962,-0.04051283001899719,4908.985606022223,77200.78810871048,583664.7849267012,3024.0,0.07560349255800247,0.2993447482585907,3.959403701210437,0.07560349255800247,2.8645875453948975,0.0005325598758645356,2429.076327755255,443586.98143072164,251922.98240598413,1446.0,0.06649624556303024,0.26512813568115234,3.9871143616648785,0.06649624556303024,2.9284608364105225,0.05389954522252083,5663.729865768601,43446.13035788593,513750.0538895927,9077.0,1704.533935546875,Ball,1,0,ball_0,train
0.12391062825918198,0.4772675931453705,3.8517082824168813,0.12391062825918198,2.84525728225708,-0.015930159017443657,2610.1229082312925,1440632.124761852,581609.7274150592,1160.0,0.07228193432092667,0.31631773710250854,4.376165913021644,0.07228193432092667,3.07515811920166,-0.05656693875789642,3416.5222296032066,88310.07902281643,524879.8219243969,2482.0,0.07970833033323288,0.364458829164505,4.572405765380219,0.07970833033323288,2.99098801612854,-0.019132224842905998,2184.6628869556507,339762.042483037,378645.57507910894,2337.0,0.06664899736642838,0.2691020965576172,4.0376015722806065,0.06664899736642838,2.886854648590088,0.03832986578345299,5340.663989973173,22589.42703918468,550387.8215916345,9083.0,1829.74072265625,Ball,1,0,ball_0,train
0.12373337894678116,0.47639843821525574,3.8502014757081757,0.12373337894678116,2.979154109954834,-0.0387394055724144,627.4188210117576,1147628.17152319,580459.0041961718,1214.0,0.0782945528626442,0.40499213337898254,5.172673175482325,0.0782945528626442,3.1994030475616455,-0.005152028985321522,2535.861366457573,238501.9592587054,482917.9104910757,2493.0,0.08757052570581436,0.3641383945941925,4.158230085513979,0.08757052570581436,2.9414539337158203,-0.0013187077129259706,872.0209577619435,605156.0882709519,431138.5121098089,844.0,0.06528140604496002,0.27811381220817566,4.260230118460311,0.06528140604496002,3.0686936378479004,0.03142653778195381,4977.418508509632,44974.9816522929,428529.2601810379,9089.0,1954.017578125,Ball,1,0,ball_0,train
0.13287365436553955,0.6732666492462158,5.0669687114500395,0.13287365436553955,3.5590062141418457,0.019971536472439766,528.7633309513262,897978.231564593,1260496.1595090441,897.0,0.09910441935062408,0.5341111421585083,5.38937764489455,0.09910441935062408,4.9307637214660645,-0.017777051776647568,672.6939399109647,187660.93984744005,1132679.2050016662,7990.0,0.0883505642414093,0.38457930088043213,4.3528788319858,0.0883505642414093,3.0891647338867188,0.051391761749982834,784.9031257174902,569754.6287158288,356509.89554095594,1344.0,0.06755958497524261,0.32053878903388977,4.744534608247698,0.06755958497524261,3.1075875759124756,0.04298420250415802,1317.9660676992744,43962.798051569196,532972.8471140587,9095.0,2060.869140625,Ball,1,0,ball_0,train
0.1487155556678772,0.6731195449829102,4.526221496869981,0.1487155556678772,3.398794174194336,-0.03894217312335968,508.8367042373146,1725079.2712144607,1236626.0035189614,1434.0,0.11057521402835846,0.5341029763221741,4.83022331012804,0.11057521402835846,4.034470081329346,-0.011733477003872395,358.5563686883886,158578.36222024553,1121549.8346188152,8213.0,0.08973272144794464,0.3860264718532562,4.301958813064599,0.08973272144794464,3.201456069946289,0.0003642024821601808,671.0561602668984,760108.17438145,301613.8173388048,1434.0,0.07630201429128647,0.4705919325351715,6.167490293751159,0.07630201429128647,3.253669023513794,0.016344642266631126,613.3753454735427,44310.34499184604,622065.0397186318,9101.0,2122.180908203125,Ball,1,0,ball_0,train
0.14901748299598694,0.6414753794670105,4.304698794867482,0.14901748299598694,3.21938157081604,-0.2006157636642456,592.4037631898874,1409681.9378006957,1177753.8107266703,996.0,0.11236106604337692,0.4739235043525696,4.217862299113571,0.11236106604337692,2.835902214050293,0.018843038007616997,356.70216212780383,127056.43748619678,1639141.9783556238,2988.0,0.09343494474887848,0.4647786617279053,4.974355825618274,0.09343494474887848,3.088308572769165,-0.039005935192108154,772.9600169406984,503016.14710785716,565678.2483615826,1519.0,0.0875001773238182,0.4705045521259308,5.377183984264406,0.0875001773238182,3.2908987998962402,0.03430425375699997,678.1037657349244,37251.02684822773,936940.623872055,9107.0,2126.369140625,Ball,1,0,ball_0,train
0.1507202684879303,0.569874107837677,3.7810051266151548,0.1507202684879303,3.0175273418426514,-0.30762332677841187,435.4661099890478,1397087.418658344,1405714.3038217074,3034.0,0.11566907912492752,0.4073183834552765,3.52141113715754,0.11566907912492752,2.706108331680298,0.012142974883317947,296.1468513714777,99950.77365977781,1484351.0843637304,3034.0,0.09630569070577621,0.503631591796875,5.229510199304019,0.09630569070577621,3.2000789642333984,0.015445626340806484,745.7683040786378,405825.0732101528,705230.5132817255,3034.0,0.09862872958183289,0.8335012793540955,8.450897450347204,0.09862872958183289,4.406823635101318,0.0638008713722229,706.4786652426604,35832.2329996999,1172051.99870383,4551.0,2061.46337890625,Ball,1,0,ball_0,train
0.13099487125873566,0.5696341395378113,4.34852245789603,0.13099487125873566,3.438511848449707,-0.2913082540035248,567.1383351751614,1186159.4800045798,939781.9812027703,3034.0,0.09698521345853806,0.39020246267318726,4.023319109773388,0.09698521345853806,3.349463939666748,0.00012796322698704898,304.829745472294,99258.9475151173,1035185.0626326303,3034.0,0.09204824268817902,0.5342013835906982,5.803493559353972,0.09204824268817902,3.838329792022705,0.05074605345726013,684.7181199438662,446799.73865480913,585504.2707529636,1517.0,0.09300796687602997,0.8333601951599121,8.960094744041609,0.09300796687602997,5.582918167114258,0.07681910693645477,725.2241683371494,31167.747647379732,1059738.8629521104,4551.0,1966.217041015625,Ball,1,0,ball_0,train
0.10209565609693527,0.4723259210586548,4.626307710978441,0.10209565609693527,3.5548315048217773,-0.02705109864473343,452.5862579028078,830546.877942509,511693.1567102376,1448.0,0.07100968807935715,0.39000269770622253,5.492246315324939,0.07100968807935715,3.681345224380493,0.005065829027444124,337.91764748746743,99814.45582483945,516996.26673422207,6068.0,0.08177972584962845,0.5783334970474243,7.071844409344543,0.08177972584962845,4.920666694641113,0.05227351561188698,582.1258443177087,373960.223535313,476947.3601309899,1467.0,0.08051905781030655,0.6182917952537537,7.678825511227125,0.08051905781030655,6.355754375457764,0.051525648683309555,583.7773021959695,31432.990890312765,776458.9034572198,9102.0,1844.2752685546875,Ball,1,0,ball_0,train
